index,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,danceability_s,energy_s,valence_s,tempo_s,quality_index,hidden_gem,artist_followers,artist_popularity,lastfm_playcount,lastfm_listeners,visibility_score,artist_reach_millions,Hit
76737,3b9Dae2aPvOGKNOcdhj9CP,Giacomo Puccini;Luciano Pavarotti;Tom Krause;Pier Francesco Poli;Piero de Palma;John Alldis Choir;London Philharmonic Orchestra;Zubin Mehta,Puccini: Turandot,Turandot / Act 3: Nessun dorma!,42,402040,False,0.242,0.356,2,-13.189,1,0.046,0.971,0.0306,0.161,0.152,89.202,4,opera,0.16975271771592398,0.35365472457221214,0.12466559657570896,0.3057528686285224,0.21602434628794834,False,,,,,,0.0,0
43660,76AMW7PQUbQZucnM2NHZO5,Sonny Fodera;Dom Dolla,Moving Blind,Moving Blind,40,192983,False,0.909,0.877,2,-6.683,1,0.117,0.0174,0.000466,0.0761,0.363,121.998,4,groove,0.9665511886274041,0.8789993244128945,0.3504547886570359,0.5026749848387504,0.7320017672324447,False,,,1.0,1.0,0.5,0.0,0
46513,5ENZmalv3TTuZyZpihKyg1,Gammer;Linney,Better Together,Underneath (feat. Linney),35,161333,False,0.546,0.949,4,-4.353,0,0.0534,0.00652,0.00256,0.192,0.246,134.956,4,happy,0.532911241189822,0.9515997297651577,0.22525414660246124,0.5804807166917854,0.5699217058524804,False,,,,,,0.0,0
48737,0xdfqjP4mkQdHvZtRXG5KG,Los Prisioneros,"Estadio Nacional (En Vivo, Remasterizado 2019)",La Voz de los '80 (En Vivo),32,286017,False,0.426,0.959,1,-5.674,0,0.0745,0.00784,0.0,0.929,0.465,158.298,4,hardcore,0.38955919245012544,0.9616831193974165,0.45960406634563944,0.720636712440631,0.6036154593977271,False,2534731.0,66.0,3924.0,1507.0,0.00154809265831654,2.534731,0
32859,4kJWtxDDNb9oAk3h7sX3N4,deadmau5,Strobe,Strobe,45,634151,False,0.436,0.524,8,-7.754,0,0.038,0.00947,0.901,0.114,0.0365,128.02,4,electronic,0.4015051965117668,0.5230556703941597,0.0010700909577314108,0.5388338146905005,0.30854365262121924,False,2854959.0,67.0,2584097.0,314391.0,0.9051254658559139,2.854959,0
63626,1OAp6qN5KmoGUQ2edICKsC,DECO*27,GHOST,Ghost Rule,61,210000,False,0.564,0.894,2,-4.596,1,0.0601,0.0279,0.0,0.281,0.472,104.955,4,j-rock,0.5544140485007765,0.8961410867877344,0.4670947030497592,0.4003410530613715,0.6392166127794233,False,1232738.0,64.0,1633301.0,169557.0,1.3249365843053558,1.232738,0
82513,2bmpohm2ZVk5fDCfX5gAwU,Dan Vapid & the Cheats,Three,Silver Lining,22,162214,False,0.487,0.93,4,-5.927,1,0.0603,0.00156,3.63e-06,0.369,0.743,139.923,4,power-pop,0.4624298172261378,0.9324412894638661,0.7570893525949707,0.6103048461958773,0.7173201530949914,False,6274.0,14.0,2576.0,818.0,0.4105179282868526,0.006274,0
54136,7KDZ0tye2U1ImgVbr36eKp,Dither,Defqon.1 2022,Rave Machine,16,228631,False,0.641,0.968,8,-0.539,1,0.116,0.062,0.134,0.312,0.193,95.003,4,idm,0.6463982797754151,0.9707581700664494,0.16853932584269665,0.34058471385768246,0.595231925228187,False,30816.0,40.0,24462.0,4543.0,0.7937826524320991,0.030816,0
73740,6DtlUctTWpkUDd7nrMWjPw,Dominik Eulberg,Mannigfaltig,Fünffleck-Widderchen,19,548000,False,0.567,0.643,8,-10.134,0,0.129,0.487,0.898,0.106,0.251,120.008,4,minimal-techno,0.5579978497192688,0.6430480070180391,0.23060460139111827,0.4907261187801349,0.4772168193761421,False,152256.0,46.0,12755.0,3838.0,0.08377283146259286,0.152256,0
61678,1whNGQGAy6lvLTo7IHkqAz,Wasuta,我々はネコである。,オーダーメイドとレディーメイド,19,207100,False,0.68,0.907,1,-3.031,0,0.0498,0.0917,2.33e-06,0.216,0.689,130.035,4,j-idol,0.6929876956158165,0.9092494933096709,0.6993044408774746,0.5509327921317617,0.7671805432676541,False,35314.0,34.0,2471.0,496.0,0.06997026759167492,0.035314,0
87740,0AzUzlm33acEPEebIv4QHR,Vera Loca,Vera Loca (Ao Vivo),Graffiti - Ao Vivo,42,227480,False,0.415,0.877,1,-5.395,0,0.0305,0.221,0.0,0.97,0.571,96.804,4,r-n-b,0.37641858798231986,0.8789993244128945,0.5730337078651685,0.3513987378634948,0.6094838734201277,False,74876.0,45.0,39645.0,7249.0,0.5294683280580151,0.074876,0
99660,2QFyOnJfJ49OnNgMvKXvTM,Sydney Rose,Turning Page,Turning Page,67,218451,False,0.404,0.0182,2,-20.969,1,0.0414,0.964,0.00037,0.108,0.114,109.107,4,singer-songwriter,0.3632779835145144,0.0130378227945106,0.08400214018191549,0.4252715514912065,0.15343931549698017,False,388123.0,65.0,671576.0,110231.0,1.7303129927548928,0.388123,0
